P_el_Halle;P_el_Schule;P_el_KiGa;W_Halle;W_Schule;W_KiGa;G_Halle;G_Schule;Gas_KiGa
0,3;2,8;0,62;0;16;3;0,0;17,2;3,2
0,3;2,4;0,64;0;4;9;0,0;4,0;9,6
0,3;2,3;1,61;0;3;10;0,0;3,0;10,6
0,3;2,3;0,79;0;3;3;0,0;2,9;3,2
0,3;2,7;0,99;0;3;11;0,0;3,4;11,7
0,3;2,5;0,38;0;3;8;0,0;3,2;8,5
0,2;2,6;0,33;0;3;3;0,0;3,4;3,2
0,3;2,4;0,87;0;3;10;0,0;3,1;10,6
0,3;2,3;1,11;0;3;8;0,0;2,9;8,5
0,3;2,4;0,39;0;3;7;0,0;3,1;7,4
0,3;2,4;0,33;0;3;8;0,0;3,1;8,5
0,3;3;0,38;0;4;8;0,0;3,9;8,5
0,5;4,3;0,37;0;6;8;0,0;5,8;8,5
0,4;4,2;0,73;0;5;8;0,0;5,6;8,5
0,4;2,9;0,38;0;4;9;0,0;4,3;9,6
0,3;3,1;0,37;0;4;6;0,0;6,3;6,4
0,3;3,3;0,3;0;4;2;0,0;6,6;2,1
0,3;3,1;0,15;0;6;9;0,1;8,9;9,6
0,5;3,2;0,59;13,4;24;10;19,8;28,3;10,6
6,7;3,2;0,37;37,2;16;18;44,9;19,6;19,1
13,8;3,3;0,42;36,3;21;26;44,0;24,3;27,7
14,8;4,2;0,5;45,6;23;20;53,6;29,2;21,3
9,7;8,8;0,49;36,5;23;19;44,1;30,1;20,2
12,8;24,1;0,49;36,3;50;19;44,0;58,6;20,2
9,8;22,7;1,11;44,5;39;30;52,5;46,7;31,9
12,4;20,2;3,62;36,3;38;22;44,0;45,2;23,4
8,3;18,6;4,64;36,3;42;20;44,0;44,6;21,3
1,5;19,6;4,34;36,2;35;20;43,9;37,1;21,3
1,1;17,3;3,94;13,5;34;16;19,3;36,0;17,0
0,7;14,1;3,98;12,7;37;17;14,9;39,2;18,1
0,7;13,7;4,97;0;22;16;0,0;22,7;17,0
1,6;9,7;3,04;1;12;16;1,1;12,1;17,0
1,6;7,1;3,67;27,4;8;12;34,1;8,4;12,8
10,2;5,8;2,11;35,7;8;9;43,3;7,9;9,6
14,4;5,7;1,14;14,7;8;0;17,0;7,8;0,0
14,1;7,1;1,02;29,2;8;0;36,2;8,5;0,0
13,9;6,9;1,08;12,4;8;12;18,5;8,3;12,8
5,7;5,6;1,1;36,8;7;11;44,5;7,6;11,7
0,7;2,8;0,53;17,3;3;9;20,0;3,6;9,6
0,3;2,7;0,47;0;3;9;0,0;3,4;9,6
0,3;2,5;1,13;0;3;10;0,0;3,2;10,6
0,3;2,5;0,48;0,5;3;12;0,6;3,2;12,8
0,5;2,8;0,51;29,6;12;11;36,6;12,6;11,7
1,1;3,1;0,5;36,5;16;12;44,1;22,4;12,8
10,1;3,1;0,49;21,6;17;23;28,7;20,4;24,5
10,8;4,6;0,58;36,5;21;29;44,1;27,9;30,9
4,4;8;0,69;36,7;27;22;44,3;34,4;23,4
10,7;18,3;1,02;36,7;34;25;44,4;41,2;26,6
6,9;15,6;1,93;36,6;31;27;44,1;38,2;28,7
2,3;16,6;3,58;37,6;33;19;45,3;40,5;20,2
2,2;14,3;3,45;35,6;32;16;43,2;33,7;17,0
1,9;16,1;3,42;14,7;23;18;20,4;23,5;19,1
4,6;14,4;2,92;4;17;13;4,3;17,7;13,8
9,9;14,5;2,98;1;17;13;1,1;17,6;13,8
10,3;15,7;3,77;0;20;11;0,0;21,1;11,7
9,9;11,5;1,74;0;28;13;0,0;29,3;13,8
10,7;9,7;1,92;0;21;11;0,0;21,8;11,7
12,6;9,5;1,91;0;12;8;0,0;12,5;8,5
12,7;8,7;1,89;16,3;10;0;21,6;10,4;0,0
2,6;8,5;0,52;35,9;19;0;43,5;20,3;0,0
1,4;7,6;0,4;20,4;23;10;23,9;24,4;10,6
1,7;5,8;0,83;3,7;9;10;6,5;9,1;10,6
0,8;2,9;0,68;3;4;2;3,3;3,8;2,1
0,3;2,7;0,73;0;3;11;0,0;3,4;11,7
0,3;2,5;0,7;0;3;9;0,0;3,4;9,6
0,3;2,6;0,41;0,8;3;10;1,0;3,3;10,6
0,5;3;0,56;14;6;10;20,6;6,8;10,6
5,8;3,1;0,4;36,8;19;9;44,5;25,4;9,6
12;3,2;0,34;36,9;22;20;44,5;25,7;21,3
14,6;4,1;0,5;36,7;14;25;44,3;21,0;26,6
6,5;11,2;0,49;36,8;28;19;44,5;36,0;20,2
8,2;30;0,53;37,8;48;22;45,6;55,8;23,4
8,8;26,2;1,01;36,9;44;30;44,6;49,0;31,9
13,7;30,6;4,92;36,8;50;18;44,4;52,0;19,1
13,7;26,1;4,6;36,8;46;19;44,5;48,4;20,2
13,6;28,1;4,04;21,3;51;15;28,5;53,9;16,0
13,8;23,7;2,7;36,8;41;16;44,4;42,5;17,0
13,9;18;3,55;36,8;34;15;44,5;35,9;16,0
13,5;17;6,5;36,8;34;12;44,5;35,4;12,8
2,2;11,2;4,27;36,7;28;14;44,3;29,9;14,9
7,2;8,4;3,21;36,8;25;10;44,5;26,8;10,6
14;7,2;2,57;32,7;21;5;40,3;22,7;5,3
14;7,8;1,37;36,7;27;0;44,4;28,9;0,0
10,6;9,4;0,41;21,3;24;0;28,5;25,0;0,0
2,9;9,8;0,86;35,7;24;10;43,2;25,2;10,6
2;8,4;0,43;27,9;23;8;33,2;24,1;8,5
0,8;3,6;0,43;3;17;8;3,3;18,3;8,5
0,6;3,1;0,41;0,8;16;8;1,0;17,8;8,5
0,8;3,2;0,39;29,9;18;9;37,1;24,8;9,6
1;3,1;0,46;36,1;22;10;43,7;29,4;10,6
0,9;3,3;0,46;35,6;17;11;43,0;23,5;11,7
1,5;3,4;0,39;36,5;17;10;44,1;23,6;10,6
11,1;3,3;0,4;21,4;16;19;28,5;23,4;20,2
15,4;4,2;0,46;36,7;18;30;44,4;24,9;31,9
5,7;10,2;0,55;44,1;26;22;52,0;32,9;23,4
14,6;27,7;0,5;36,6;45;21;44,2;53,1;22,3
14,2;25,7;2,22;35,7;45;29;43,3;53,5;30,9
14,3;27,5;4,78;37;45;19;44,8;53,1;20,2
14,1;24,6;4,3;36,7;47;17;44,4;55,0;18,1
14,2;27,2;4,2;37,7;45;13;45,4;48,1;13,8
13,5;21,8;4,05;21,4;39;15,32;28,6;40,6;16,3
11,3;20,1;4,25;35,6;37;8,65;43,2;39,4;9,2
13,6;21,3;4,46;36,3;40;10,03;44,0;42,3;10,7
8,6;13,5;2,68;36,6;34;10;44,1;35,8;10,6
10,1;9,5;2,04;36,6;24;7;44,2;25,0;7,4
10,9;9,6;2;36,6;24;0;44,2;25,4;0,0
12;9,3;1,74;32,9;24;0;40,5;26,0;0,0
13,9;7,8;0,43;36,6;21;0;44,2;22,6;0,0
14,4;8;0,38;36,7;24;6;44,4;25,8;6,4
9,1;6,4;0,46;18,8;19;8,84;23,8;20,1;9,4
0,7;3,3;0,44;2;17;7,16;2,2;18,7;7,6
0,5;3,1;0,4;1,7;16;7;2,0;17,4;7,4
0,8;3,2;0,39;30;19;1;37,2;20,2;1,1
0,8;3,3;0,43;35,6;22;12;43,0;23,8;12,8
1;3,3;0,44;36,5;17;10;44,1;17,8;10,6
2,2;3,4;0,39;21,7;17;8;28,9;24,0;8,5
6,5;3,5;0,43;36,6;21;17;44,1;28,1;18,1
14,9;4,3;0,82;21,6;23;19;28,8;31,0;20,2
10,4;10,8;0,5;22,3;25;17;29,5;32,3;18,1
13;24,9;0,49;45,2;42;18,75;53,2;50,2;19,9
13,7;21,6;0,7;36,6;39;13,25;44,2;46,7;14,1
13,4;20,4;2,7;37,6;39;12,8;45,3;46,8;13,6
13,7;17,7;3,02;36,5;39;12,2;44,0;46,7;13,0
13,6;20,9;4,12;36,6;38;9,88;44,2;45,4;10,5
13,2;21,2;2,18;36,5;38;8,99;44,0;46,2;9,6
13,1;14,9;1,84;36,6;32;9;44,2;40,1;9,6
12,9;12,4;3,47;44,3;32;8,13;52,1;40,2;8,6
3,2;8,4;2,71;36,6;20;8;44,2;26,6;8,5
10,9;5;4,08;36,5;8;6;44,0;8,6;6,4
0,6;5,5;2,34;36,6;15;8;44,2;16,2;8,5
0,7;6,5;1,88;20,4;20;1;27,6;21,6;1,1
4,2;7,2;0,4;36,6;25;0;44,2;26,6;0,0
4;5,7;0,41;21,4;20;4;28,6;21,4;4,3
2;5;0,47;27,9;19;9;33,3;20,8;9,6
0,8;3,2;0,41;3;18;5;3,3;19,1;5,3
0,6;3,2;0,67;0,9;19;3;1,2;20,6;3,2
0,7;3,2;0,68;29,6;22;9;36,6;28,8;9,6
1;3,1;0,72;36,5;16;3;44,1;23,3;3,2
0,9;3,2;0,56;35,3;17;9;42,8;18,5;9,6
1,1;3,1;0,53;36,2;17;10;43,9;18,8;10,6
1,1;3;0,57;21,6;19;8;28,8;22,4;8,5
1,1;4,2;0,59;37,7;23;7;45,4;29,2;7,4
1;4;0,45;22,4;18;8;29,7;18,8;8,5
0,9;3,9;0,41;32,9;18;8;40,5;19,2;8,5
0,9;3,7;0,39;22,7;18;8;30,0;19,6;8,5
0,8;4,1;0,41;37,6;20;7;45,2;21,8;7,4
0,9;3,6;0,77;37,5;14;0;45,2;15,3;0,0
0,9;3,3;0,33;36,5;5;8;44,1;5,3;8,5
0,6;2,6;0,43;37,5;3;2;45,1;3,4;2,1
0,6;2,3;0,96;36,5;3;0;44,1;3,0;0,0
0,5;2,4;0,43;36,5;3;0;44,0;3,1;0,0
0,6;2,4;0,39;37,6;3;0;45,3;3,1;0,0
0,5;2,4;0,64;36,5;3;0;44,0;3,1;0,0
0,6;2,5;0,55;35,6;3;0;43,2;3,2;0,0
0,6;2,6;0,43;36,6;3;0;44,2;3,3;0,0
0,6;3;0,41;21,6;4;6;28,7;3,9;6,4
0,6;4,2;0,46;12,9;15;6;14,6;17,6;6,4
0,5;4,4;0,51;0;19;3;0,0;26,7;3,2
0,4;2,7;0,45;0;18;6;0,0;25,5;6,4
0,3;3,2;0,4;0;22;0;0,0;29,1;0,0
0,3;3,2;0,31;0;16;8;0,0;23,2;8,5
0,3;3;0,51;0;16;7;0,0;23,5;7,4
0,3;2,5;0,62;0;16;0;0,0;23,4;0,0
0,4;2,6;0,21;0;18;11;0,0;25,4;11,7
0,5;2,6;1,08;0;21;7;0,0;28,2;7,4
0,5;3,4;0,86;0;17;6;0,0;23,6;6,4
0,3;3,7;0,34;0;17;10;0,0;24,4;10,6
0,3;2,9;0,48;0;8;9;0,0;13,9;9,6
0,3;2,5;0,39;0;3;6;0,0;4,5;6,4
0,3;2,5;0,69;0;3;0;0,0;3,3;0,0
0,3;2,5;0,17;0;3;8;0,0;3,3;8,5
0,3;2,5;0,66;0;3;2;0,0;3,3;2,1
5;2,5;0,4;38,7;3;0;44,9;7,5;0,0
13,3;2,5;0,42;35,3;3;0;42,8;3,2;0,0
13,3;2,4;0,54;11,7;3;0;14,7;3,1;0,0
13,9;2,7;1,26;31,5;3;0;38,7;3,5;0,0
13,6;2,6;0,43;34,1;3;0;41,1;3,3;0,0
14,4;2,5;0,76;11;3;0;14,2;3,2;0,0
14;2,7;0,41;30,5;3;0;37,6;3,4;0,0
14,2;3,5;0,41;12;4;0;18,5;5,9;0,0
4,2;4,3;0,41;5;6;5;5,4;11,7;5,3
0,5;4,1;0,78;1;5;8;1,1;11,2;8,5
0,4;2,8;0,61;0;4;0;0,0;9,5;0,0
0,4;2,8;0,39;0;3;0;0,0;9,2;0,0
0,4;2,8;0,41;0;4;4;0,0;9,4;4,3
0,3;2,7;0,45;0,5;6;6;0,6;12,0;6,4
0,5;3,2;1,04;29,7;24;2;36,8;31,9;2,1
7,1;3,1;0,68;36,2;16;18;43,9;23,0;19,1
15;3;0,45;36,2;17;18;43,8;24,6;19,1
3,9;4,3;0,83;36,3;26;14;44,0;33,3;14,9
12,6;10,2;0,47;22,9;24;12;30,2;31,4;12,8
2,1;22;0,43;36,3;40;14;43,9;47,5;14,9
2,4;19,5;1,68;44,5;43;16;52,5;51,3;17,0
12,6;16,5;4,69;36,2;31;10;43,8;39,0;10,6
13,8;15,8;4,2;35,2;32;9;42,8;39,8;9,6
13,5;22,1;3,75;36,2;46;8;43,8;54,7;8,5
5,5;19,1;2,84;36,3;31;4;44,0;37,8;4,3
0,6;11,9;3,33;36,2;20;3;43,8;21,3;3,2
0,5;9,9;4,31;35,2;17;9;42,8;17,5;9,6
0,6;10,2;2,8;23,4;23;1;28,0;27,5;1,1
7;5,6;1,98;31,9;21;0;38,9;28,4;0,0
13,2;7,1;1,13;35,5;9;0;43,0;15,2;0,0
13,5;5,6;1,34;36,5;20;0;44,1;25,8;0,0
13,5;5,6;0,93;21,7;10;1;28,9;11,5;1,1
14;6,5;0,41;36,6;8;0;44,4;8,2;0,0
6,5;5,5;0,43;21,5;7;1;25,4;7,7;1,1
0,6;2,9;0,48;3;4;3;3,3;4,0;3,2
0,3;2,7;0,53;0;4;3;0,0;3,9;3,2
0,3;2,7;0,45;0;4;6;0,0;3,8;6,4
0,3;2,8;1,48;0,9;4;7;1,2;4,0;7,4
0,5;3,2;0,92;29,5;7;0;36,5;7,4;0,0
0,8;3,3;0,37;36,1;20;9;43,7;28,0;9,6
13,6;3,5;0,95;36,2;13;16;43,9;19,5;17,0
6,6;4,5;0,72;36,3;15;17;43,9;22,4;18,1
3,8;9,2;0,5;37,1;27;14;44,9;35,0;14,9
10,8;25,6;0,47;36,2;39;13;43,8;47,2;13,8
7,6;24,4;1,17;36,1;41;15;43,8;49,2;16,0
12,2;24,1;2,34;36,2;42;10;43,9;50,2;10,6
9,5;21,1;4,41;36,2;34;10;43,9;41,4;10,6
12;24;3,38;36,1;46;8;43,8;54,9;8,5
9,9;21,6;4,79;36;25;4;43,6;31,5;4,3
13,7;17,3;3,69;36,2;27;0;43,8;33,8;0,0
13,7;21,1;3,97;36,2;35;9;43,9;37,0;9,6
14;13;2,84;21,9;29;0;29,0;31,1;0,0
12,1;7,5;2,97;35,3;12;0;42,9;12,1;0,0
13,8;5,8;2,09;36,5;8;0;44,1;8,4;0,0
13,3;7,2;2,62;36,5;12;0;44,0;13,0;0,0
12,9;7;1,93;36,5;16;0;44,1;16,7;0,0
0,7;7,5;0,63;11,4;23;0;13,0;24,8;0,0
1,3;5,9;0,31;3,9;10;0;6,7;10,6;0,0
0,6;2,6;0,4;2;4;0;2,2;8,9;0,0
0,3;2,6;0,52;1;4;2;1,1;9,5;2,1
0,3;2,5;0,55;0;3;2;0,0;9,3;2,1
0,3;2,5;0,75;0,8;3;3;1,0;9,3;3,2
0,5;2,9;0,51;29,8;7;3;36,9;12,7;3,2
2;3;0,51;36,5;15;4;44,0;21,8;4,3
14,3;3,1;0,35;36,5;18;14;44,1;25,2;14,9
10,1;4,2;1,79;36,5;14;16;44,1;20,4;17,0
4,5;11;0,43;21,7;22;11;28,8;28,9;11,7
8,9;27,3;0,51;36,3;42;14;44,0;49,8;14,9
7,7;22,9;2,5;47,1;38;11;55,2;46,1;11,7
1,7;28,8;4,32;44,5;48;9;52,3;56,3;9,6
10,7;23,3;4,04;13,1;36;9;19,4;43,7;9,6
0,7;24,9;4,76;13,1;38;4;19,4;46,0;4,3
1,8;21,8;2,96;12,9;35;0;19,1;42,9;0,0
5,9;15,1;3,25;15,7;29;9;21,9;31,0;9,6
6,2;16,1;5,48;13;33;2;19,3;34,9;2,1
1,3;11;4,13;13;19;0;19,1;20,0;0,0
6,7;7,3;3,68;13,1;11;0;19,2;11,4;0,0
14,1;6,7;1,99;13,1;8;0;19,2;8,3;0,0
13,7;6,7;0,83;13,1;8;5;19,5;8,2;5,3
9,5;7;0,87;17,3;8;3;23,7;8,6;3,2
4,8;6,9;0,43;4,6;10;0;5,3;10,7;0,0
1,6;6;0,4;9,4;18;0;12,2;19,8;0,0
0,6;2,9;0,77;0,8;17;0;0,8;18,9;0,0
0,4;3;0,5;0;13;0;0,0;13,8;0,0
0,3;3,2;0,52;0;13;2;0,0;14,3;2,1
0,3;3,1;0,36;4;20;2;4,4;22,0;2,1
0,6;3,4;0,54;13,4;12;3;19,7;13,5;3,2
1;3,3;0,5;13,1;13;4;19,4;19,5;4,3
14;3,4;0,44;13;16;13,43;19,2;23,3;14,3
14;4,4;0,97;13,1;19;15,57;19,4;26,6;16,6
12,1;8,5;0,58;12,9;19;11;19,1;26,2;11,7
12,8;19,6;0,48;13;32;9;19,2;39,5;9,6
10,9;17,1;1,34;17;30;11;23,6;37,1;11,7
10,7;16,3;4,65;25;30;12;32,3;37,8;12,8
10,2;13,4;3,6;24,9;30;8;32,1;32,7;8,5
10,9;17,4;3,01;25,1;29;0;32,4;30,6;0,0
11;11,7;3,11;25;23;5;32,2;25,9;5,3
10,9;10,4;4,44;27,9;22;6;35,2;26,9;6,4
11,4;11,4;5,33;25,2;30;0;32,5;38,2;0,0
11;7,6;2;24,1;16;0;31,3;22,6;0,0
11,6;5,4;3,42;25;10;0;32,3;10,0;0,0
13,9;3,6;2,02;25,1;5;0;32,3;5,2;0,0
14;4,4;1,55;24,1;6;0;31,4;6,2;0,0
14;5,5;0,73;28,4;13;1;35,8;14,2;1,1
14,3;7,4;0,45;23,5;19;0;29,6;20,3;0,0
8,8;6,7;0,41;24,5;25;0;31,8;26,9;0,0
0,7;3,4;0,43;11,4;12;1;13,3;13,5;1,1
0,5;3,1;0,46;3,4;13;3;3,6;13,6;3,2
0,8;3;0,51;18,1;16;2;24,9;17,3;2,1
0,9;3;0,35;23,7;18;3;30,9;19,0;3,2
1;3,3;0,35;24,9;12;2;32,1;13,4;2,1
1;3,3;0,35;24,9;13;3;32,2;19,3;3,2
10;3,3;0,35;25;13;14;32,3;20,5;14,9
9,3;4,3;1,21;25;16;16;32,3;23,2;17,0
3,2;9,5;0,65;25;25;11;32,3;32,3;11,7
6,7;24,4;0,59;24,9;38;9;32,2;45,7;9,6
6,3;23,6;0,39;26;37;9;33,4;45,2;9,6
2;19,4;0,43;24,9;40;8;32,2;47,7;8,5
2,1;16,3;0,46;25;28;5;32,3;35,1;5,3
2,1;16,3;0,48;25,4;28;1;32,8;35,5;1,1
1,3;11,8;0,42;25,3;24;9;32,6;30,9;9,6
1,5;9,3;0,42;25,4;22;0;32,8;27,7;0,0
1,5;8;0,41;25,3;25;0;32,6;26,3;0,0
12,1;5,7;0,42;25,3;13;1;32,5;15,6;1,1
12,5;3,5;0,71;25,4;7;0;32,8;7,6;0,0
1,5;4,2;0,52;25,3;6;0;32,6;6,1;0,0
0,5;5,6;0,43;21,1;12;0;28,2;12,7;0,0
4,2;5,7;0,38;36,5;19;7;44,1;20,5;7,4
4,6;4,8;1,46;32;20;1;38,3;21,5;1,1
2,3;4,4;0,39;17,5;14;0;20,9;14,9;0,0
0,7;3,1;0,44;2;12;0;2,2;13,5;0,0
0,5;2,7;0,41;0,3;16;0;0,5;17,4;0,0
0,8;2,5;0,43;29,3;17;6;36,5;24,1;6,4
0,9;2,5;1,63;35,8;12;2;43,3;19,0;2,1
0,9;2,5;0,57;35,8;20;0;43,4;27,3;0,0
1,1;2,9;0,38;34,9;12;0;42,3;18,9;0,0
1;3;0,74;36;14;8;43,7;20,6;8,5
1;3,2;1,49;36;20;2;43,8;27,6;2,1
1;3,6;0,51;36;13;0;43,7;19,5;0,0
0,8;3,6;0,38;36;14;8;43,7;16,2;8,5
0,8;3,1;0,42;36;20;3;43,7;21,9;3,2
0,8;2,8;0,44;35,9;12;0;43,4;13,0;0,0
0,8;3;0,4;36;10;0;43,7;12,7;0,0
0,9;2,6;0,42;36;4;0;43,6;10,1;0,0
0,8;2,4;0,41;36;3;0;43,7;9,3;0,0
0,9;2,5;0,39;36;3;0;43,7;9,3;0,0
0,8;2,4;0,43;36;4;0;43,7;10,4;0,0
0,9;2,4;0,41;36;19;0;43,7;26,3;0,0
0,8;2,6;0,45;21,1;13;0;28,3;19,4;0,0
0,9;2,6;0,73;36;21;0;43,7;28,9;0,0
0,8;2,9;0,39;35,9;13;0;43,4;19,4;0,0
0,9;4,5;0,43;36;23;0;43,7;30,7;0,0
1,1;4,6;0,44;35,8;14;1;43,4;21,4;1,1
1,1;4,5;0,43;25,9;17;0;30,9;24,7;0,0
0,5;3,3;0,46;2;17;1;2,2;24,5;1,1
0,5;2,8;0,42;0;12;2;0,0;19,3;2,1
0,5;2,8;0,5;0;21;2;0,0;29,0;2,1
0,6;2,7;0,45;15;13;2;19,0;19,5;2,1
0,9;2,9;0,62;34,9;21;2;42,3;29,1;2,1
1;3,2;0,45;34,9;12;2;42,5;19,1;2,1
1,1;3,4;0,59;37;14;2;44,7;21,1;2,1
1,1;3,6;0,59;36,1;21;2;43,8;28,3;2,1
1;4,8;0,54;45,8;14;2;53,8;21,1;2,1
0,9;3,5;0,52;37,1;17;2;44,9;24,1;2,1
0,8;3;0,43;23;17;2;30,2;24,8;2,1
0,9;2,4;0,49;13;14;1;19,7;17,5;1,1
0,7;2,4;0,43;6;20;0;6,5;22,0;0,0
0,5;2,3;0,51;0;13;1;0,0;13,8;1,1
0,5;2,7;0,47;0;22;0;0,0;23,4;0,0
0,5;2,4;0,43;0;12;1;0,0;13,1;1,1
0,4;2,7;0,45;0;7;0;0,0;7,8;0,0
0,4;2,4;0,41;0;3;1;0,0;3,6;1,1
0,3;2,3;0,46;0;3;0;0,0;3,3;0,0
0,3;2,4;0,4;0;3;1;0,0;3,4;1,1
0,3;2,4;0,8;0;6;0;0,0;6,0;0,0
0,3;2,6;0,41;0;20;1;0,0;21,9;1,1
0,5;4,2;0,44;0;14;1;0,0;21,1;1,1
0,7;4,3;0,43;0;23;0;0,0;30,6;0,0
0,5;3,1;0,43;0;12;1;0,0;19,0;1,1
0,6;3,1;0,49;5,2;16;2;10,4;23,6;2,1
0,9;3,3;0,48;35,7;18;3;43,2;24,8;3,2
1;3,2;0,5;36,9;14;2;44,5;20,8;2,1
0,9;3,1;0,49;35,9;14;3;43,5;21,2;3,2
1;3,2;0,53;23,2;17;13;30,4;24,2;13,8
1,2;3,2;0,89;45,9;14;16;53,9;21,1;17,0
1,2;3,6;0,5;114;21;10;124,1;28,3;10,6
2,6;7,3;0,39;36;18;8;43,6;24,6;8,5
0,9;20,4;0,77;34,5;37;9;42,2;45,0;9,6
0,9;24,7;0,38;34,4;43;9;42,0;51,3;9,6
0,8;19,8;0,44;37,1;34;8;44,8;41,4;8,5
0,9;19,4;0,4;37,1;40;0;44,9;47,6;0,0
0,6;19;0,41;37,2;32;6;44,9;39,2;6,4
0,6;18,9;0,47;36,2;40;4;43,9;48,6;4,3
0,5;13,5;0,41;37,2;24;0;44,9;31,7;0,0
0,5;14,4;0,35;11,2;31;5;12,7;38,4;5,3
0,2;10,6;0,53;0;14;6;0,0;17,5;6,4
4,5;7,9;0,5;1;10;0;1,1;10,1;0,0
11,2;6;0,42;0;7;5;0,0;7,4;5,3
11,2;5,7;1,03;44,4;8;2;48,7;8,0;2,1
11,7;6,4;0,54;34,3;8;0;41,8;7,8;0,0
11,9;7,3;0,58;21,7;9;0;28,8;9,0;0,0
7,7;6,3;0,43;21,7;8;1;28,9;7,7;1,1
0,7;3,2;0,4;27,2;10;9;32,4;14,7;9,6
0,4;2,7;0,47;3;16;0;3,3;23,2;0,0
0,3;2,5;0,4;0;18;2;0,0;25,0;2,1
0,3;2,5;0,46;0,8;14;9;1,0;21,0;9,6
0,6;2,7;0,46;14,6;20;2;21,2;27,9;2,1
1;3,1;0,36;36,5;12;4;44,1;19,1;4,3
1;3,2;0,46;36,2;14;16;43,8;20,8;17,0
1;3,6;0,55;36,3;21;15;44,0;28,3;16,0
2,3;6,8;0,53;37,3;17;11;45,0;24,0;11,7
0,5;16,7;0,31;37,5;30;12;45,2;37,5;12,8
0,5;17,1;1,82;36,5;37;19;44,1;45,0;20,2
0,7;15;4,12;36,5;26;11;44,0;33,5;11,7
0,5;16;3,04;36,3;29;9;44,0;36,7;9,6
0,6;14,9;3,48;36,2;34;10;43,9;42,4;10,6
0,6;15,2;3,35;36,3;25;9;43,9;32,4;9,6
0,6;13,9;3,6;26,8;17;8;31,8;23,5;8,5
0,3;15,7;4,2;3;19;8;5,7;25,1;8,5
0,6;12,5;3,92;34,6;15;6;42,1;15,5;6,4
0,5;10,1;2,81;35,6;12;0;43,2;12,5;0,0
0,6;9,3;2,46;21,7;11;7;28,9;11,4;7,4
0,6;9,5;1,43;36,5;11;1;44,1;15,9;1,1
0,7;7,9;0,84;30,9;9;0;37,2;9,9;0,0
0,6;7,9;0,89;5;18;0;5,4;18,9;0,0
1,4;6,6;0,84;2,9;10;7;5,6;10,0;7,4
0,5;3,3;0,98;3;4;6;3,3;7,5;6,4
0,3;2,8;0,98;0;4;0;0,0;3,9;0,0
0,3;2,5;1,24;0;3;8;0,0;3,5;8,5
0,3;2,6;0,93;1;4;7;1,3;3,6;7,4
0,5;2,8;0,82;30,6;6;0;37,7;6,2;0,0
0,8;3,2;0,9;35,2;14;9;42,8;21,2;9,6
0,8;3,1;0,83;36,2;17;15;43,8;24,8;16,0
0,8;3,6;0,68;36,2;13;16;43,9;20,1;17,0
2,3;8,1;0,77;22,9;22;12;30,2;29,8;12,8
0,5;26,8;0,76;36,3;46;13;43,9;53,7;13,8
0,6;29;1,15;36,2;43;17;43,9;51,1;18,1
0,6;27,4;5,47;36,3;45;13;44,0;53,0;13,8
0,6;29,3;4,03;36,2;49;14;43,9;56,8;14,9
0,7;25,8;4,31;36,2;37;10;43,8;44,4;10,6
0,8;26,6;3,18;35,2;33;9;42,8;40,1;9,6
0,6;17,2;2,45;25,8;21;8;30,5;27,0;8,5
0,3;18,3;4;5,1;22;1;6,1;28,5;1,1
0,7;12,5;2,74;11,8;15;7;16,5;21,1;7,4
0,5;9,1;2,15;3;11;3;3,3;11,3;3,2
0,5;7,1;1,3;0;8;0;0,0;8,7;0,0
0,7;7,5;1,28;4,7;9;0;10,1;9,2;0,0
0,7;9,2;0,43;36,3;11;0;44,0;11,4;0,0
0,6;9,7;0,47;11,2;12;0;12,6;12,0;0,0
1,3;9;0,4;3,9;11;4;6,7;11,1;4,3
0,6;4,5;1,04;2;6;8;2,2;6,4;8,5
0,3;3,1;0,78;0;4;0;0,0;4,4;0,0
0,3;3,2;0,55;1;4;4;1,1;4,5;4,3
0,3;3,1;0,38;0,5;4;8;0,7;4,6;8,5
0,6;3,3;0,43;29,6;15;1;36,5;22,0;1,1
0,7;3,4;0,43;35;14;5;42,6;21,1;5,3
0,9;3,3;0,57;37,1;20;12;44,9;27,6;12,8
0,9;3,6;0,59;21,9;12;15;29,0;19,3;16,0
2,2;7,5;0,4;36;19;10;43,7;26,4;10,6
0,7;24,5;0,53;37,2;45;10;45,0;53,5;10,6
0,6;28,6;0,49;36,1;42;15;43,8;49,9;16,0
0,6;24,9;7,75;36,1;40;9;43,8;47,4;9,6
0,6;26,4;4,8;36,1;48;1;43,8;55,9;1,1
0,6;25,7;3,13;36,2;38;3;43,9;45,4;3,2
0,6;24,1;2,15;22,8;32;9;27,0;38,9;9,6
0,3;18,9;2,29;1;23;0;1,1;29,4;0,0
0,3;22,1;3,09;0;26;0;0,0;33,0;0,0
0,3;15,5;2,75;0;19;1;0,0;25,0;1,1
0,7;9,9;2,32;0;12;6;0,0;12,5;6,4
1,2;9,6;2,95;1;11;1;1,1;11,8;1,1
8;10,1;0,88;28;12;0;34,7;12,4;0,0
12,7;7;0,5;36,6;8;0;44,2;13,1;0,0
12,9;8,7;0,46;10,1;10;0;11,5;14,6;0,0
8,7;6,9;0,41;30,6;8;0;37,7;8,5;0,0
0,8;3,7;0,42;12,9;5;0;19,2;5,2;0,0
0,4;3,1;0,41;5;4;0;5,4;4,4;0,0
