P_el_Halle;P_el_Schule;W_Halle;W_Schule
0,5;3,1;0,0;4
0,5;3,3;0,0;4
0,5;3,1;0,0;4
0,5;3,2;0,0;4
0,5;3,3;0,0;4
0,6;3,8;0,0;5
0,4;3,2;0,0;4
0,6;3,9;0,0;5
0,7;5,1;0,0;7
0,6;3,3;0,0;5
0,6;3,3;1,0;4
0,6;3,4;0,0;5
0,6;3,2;0,0;4
0,5;3,3;0,0;5
0,7;3,2;0,0;4
0,7;3,2;0,0;4
0,7;3,9;0,0;5
0,5;3,4;0,0;5
0,5;3,3;0,0;5
0,5;3,3;0,0;4
0,5;3,3;0,0;4
0,5;3,2;0,0;4
0,5;3,2;0,0;4
0,5;3,3;0,0;5
0,5;3,2;0,0;4
0,5;3,3;0,0;5
0,5;3,3;0,0;5
0,5;3,2;0,0;4
0,5;3,4;0,0;5
0,5;3,2;1,0;4
0,5;3,3;0,0;4
0,6;3,9;0,0;5
0,7;4,9;0,0;7
0,6;3,5;0,0;5
0,6;3,3;0,0;5
0,5;3,3;0,0;4
0,5;3,2;0,0;4
0,5;3,3;0,0;5
0,7;3,2;0,0;4
0,7;3,3;0,0;5
2,1;3,5;0,0;5
3,9;5,7;0,0;8
2,3;9,3;0,0;11
2,5;7,9;0,0;9
2,0;8,0;0,0;10
1,9;8,0;0,0;10
2,1;6,4;0,0;8
1,5;5,2;0,0;7
0,8;4,8;0,0;7
0,8;4,3;0,0;6
0,9;3,7;0,0;5
0,9;4,0;1,0;5
0,9;3,4;0,0;5
0,9;3,2;0,0;4
0,9;3,2;0,0;4
0,9;3,3;0,0;4
1,5;4,8;0,0;6
1,3;3,2;0,0;4
0,9;3,1;0,0;4
0,9;3,1;0,0;4
0,9;3,1;0,0;4
0,9;3,1;0,0;4
1,0;3,1;0,0;4
1,1;3,1;0,0;4
2,4;3,7;0,0;5
3,9;6,1;0,0;7
2,7;6,9;0,0;8
2,7;7,7;0,0;9
2,5;6,1;0,0;7
2,7;6,5;0,0;8
2,7;6,2;0,0;7
1,7;4,6;0,0;6
1,5;3,8;0,0;5
1,5;3,7;0,0;5
1,5;3,9;0,0;5
1,5;4,4;0,0;6
1,5;4,0;0,0;5
1,5;3,6;0,0;5
1,5;3,2;1,0;4
1,6;3,5;0,0;5
2,2;4,8;0,0;7
1,3;3,3;0,0;4
0,9;3,1;0,0;4
0,9;3,1;0,0;4
0,9;3,2;0,0;4
0,9;3,1;0,0;4
1,0;3,2;0,0;4
2,7;3,1;0,0;4
3,5;3,4;0,0;5
4,9;5,9;0,0;7
3,8;8,2;0,0;10
3,9;7,2;0,0;9
3,8;7,2;0,0;9
3,9;7,1;0,0;8
3,1;6,6;0,0;8
1,2;6,0;0,0;7
1,2;4,5;0,0;6
1,2;3,3;0,0;5
1,2;3,2;0,0;4
1,2;3,3;0,0;5
1,2;3,3;0,0;4
1,2;3,2;0,0;4
1,2;3,2;0,0;4
1,3;3,6;0,0;5
2,0;4,9;0,0;7
1,5;3,3;1,0;4
1,2;3,1;0,0;4
1,2;4,0;0,0;5
1,2;2,8;0,0;4
1,2;3,0;0,0;4
1,4;3,1;0,0;4
1,6;3,0;0,0;4
0,8;3,3;0,0;5
2,2;4,1;0,0;6
0,4;6,5;0,0;8
1,3;7,0;0,0;8
0,7;6,8;4,4;8
1,1;7,2;14,1;9
0,7;6,3;22,7;8
0,9;5,4;21,6;7
0,8;3,8;21,4;5
0,7;3,2;21,3;4
0,8;3,0;22,5;4
0,7;3,3;9,8;4
0,8;3,1;8,8;4
0,7;3,3;7,7;4
0,7;3,3;8,7;4
0,7;3,8;6,2;5
1,4;5,0;8,5;7
1,2;3,4;8,9;5
0,7;3,2;5,1;4
0,8;3,2;8,2;4
0,7;3,3;8,8;4
0,7;3,3;5,0;4
0,9;3,2;8,9;4
0,9;3,3;6,3;4
0,9;3,7;5,8;5
0,5;4,8;1,3;7
0,2;8,0;0,1;10
0,1;8,3;0,0;10
0,1;7,8;0,0;9
0,1;5,6;0,0;8
0,1;4,7;0,0;6
0,1;4,2;1,0;6
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;3,1;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,9;1,0;4
0,1;2,8;0,0;4
0,2;3,2;0,0;4
0,3;4,6;0,0;6
0,2;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,9;1,0;4
0,1;2,8;0,0;4
0,1;2,9;0,0;4
0,3;2,9;0,0;4
0,3;2,8;0,0;4
0,2;3,0;0,0;4
0,2;3,0;0,0;4
0,2;2,8;0,0;4
0,1;2,9;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,6;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;2,9;0,0;4
0,1;2,7;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,2;3,5;0,0;5
0,3;4,5;0,0;6
0,1;3,0;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,2;2,8;0,0;4
0,3;3,0;0,0;4
0,2;3,0;0,0;4
0,2;2,9;0,0;4
0,2;2,8;0,0;4
0,1;2,8;0,0;4
0,1;2,6;0,0;4
0,1;2,8;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,6;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,2;3,5;0,0;5
0,3;4,6;0,0;6
0,2;3,0;0,0;4
0,1;2,8;0,0;4
0,2;2,9;0,0;4
0,1;2,9;1,0;4
0,1;2,9;0,0;4
0,3;2,8;0,0;4
0,3;2,9;0,0;4
0,3;3,5;0,0;5
0,2;4,1;0,0;6
0,2;7,1;0,0;8
0,1;6,3;0,0;7
0,1;5,5;0,0;8
0,1;5,4;0,0;7
0,1;4,1;0,0;6
0,1;3,4;0,0;5
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;3,2;0,0;4
0,1;3,3;0,0;4
0,1;4,2;0,0;6
0,1;3,9;0,0;5
0,2;3,6;0,0;5
0,3;4,5;0,0;6
0,1;3,0;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,3;2,9;0,0;4
0,3;2,9;0,0;4
0,2;3,1;0,0;4
0,1;4,0;0,0;5
0,2;5,8;0,0;8
0,1;4,7;0,0;6
0,1;4,0;0,0;5
0,1;4,9;0,0;7
0,1;3,6;0,0;5
0,1;3,0;0,0;4
0,1;3,2;0,0;4
0,1;2,8;0,0;4
0,1;3,1;0,0;4
0,1;3,0;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,2;3,9;0,0;5
0,3;4,6;0,0;6
0,1;3,1;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,2;2,9;0,0;4
0,3;3,0;0,0;4
0,2;4,0;0,0;6
0,1;5,0;0,0;7
0,2;5,4;0,0;7
0,1;5,0;0,0;7
0,1;3,9;0,0;5
0,1;5,3;0,0;7
0,1;4,7;0,0;6
0,1;3,8;0,0;5
0,1;3,1;0,0;4
0,1;3,4;0,0;5
0,1;3,2;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;3,6;0,0;5
0,3;4,6;0,0;6
0,1;3,1;0,0;4
0,1;2,9;0,0;4
0,1;3,0;0,0;4
0,1;3,0;0,0;4
0,1;3,0;0,0;4
0,2;2,9;0,0;4
0,3;3,0;0,0;4
0,2;3,4;0,0;5
0,1;3,7;0,0;5
0,2;5,1;0,0;7
0,1;4,7;0,0;6
0,1;4,2;0,0;6
0,1;4,1;0,0;6
0,1;2,8;0,0;4
0,1;2,6;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;3,1;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;3,6;0,0;5
0,3;4,6;0,0;6
0,1;3,0;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,9;0,0;4
0,2;2,9;0,0;4
0,2;2,9;0,0;4
0,2;3,0;0,0;4
0,1;3,0;0,0;4
0,2;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,6;0,0;4
0,1;2,8;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;3,1;0,0;4
0,2;4,5;0,0;6
0,3;4,6;0,0;6
0,1;3,1;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;3,0;0,0;4
0,1;3,3;0,0;5
0,2;2,9;0,0;4
0,3;3,0;0,0;4
0,3;3,8;0,0;5
0,1;3,2;0,0;4
0,2;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;2,7;0,0;4
0,1;2,8;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,8;0,0;4
0,1;2,7;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,1;3,6;0,0;5
0,3;4,7;0,0;6
0,1;3,0;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,8;0,0;4
0,2;3,0;0,0;4
0,3;2,9;0,0;4
0,2;3,2;0,0;4
0,1;3,0;0,0;4
0,2;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,8;0,0;4
0,1;2,7;0,0;4
0,1;2,8;0,0;4
0,1;2,9;0,0;4
0,1;3,0;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,2;3,9;0,0;5
0,3;4,6;0,0;6
0,1;3,0;0,0;4
0,1;3,0;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,1;2,9;0,0;4
0,2;3,0;0,0;4
0,3;2,9;0,0;4
0,2;3,4;0,0;5
0,1;3,0;0,0;4
0,2;2,9;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;3,0;0,0;4
0,1;2,7;0,0;4
0,1;2,6;0,0;4
0,1;2,7;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;2,9;0,0;4
0,1;3,0;0,0;4
0,2;3,9;0,0;5
0,3;4,6;0,0;6
0,1;2,9;0,0;4
0,1;3,1;0,0;4
0,1;3,0;0,0;4
0,1;2,9;0,0;4
0,1;3,0;0,0;4
0,2;2,9;0,0;4
0,2;2,9;0,0;4
0,2;3,3;0,0;5
0,1;3,0;0,0;4
0,3;3,6;0,0;5
0,1;4,1;0,0;6
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,1;2,8;0,0;4
0,0;6,6;0,0;8
0,0;2,4;0,0;3
0,0;2,1;0,0;3
0,0;3,2;0,0;4
0,3;5,5;0,0;8
0,3;4,4;0,0;6
0,3;3,5;0,0;5
0,3;3,1;0,0;4
0,4;3,9;0,0;5
0,4;4,5;0,0;6
0,3;2,9;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,1;2,7;0,0;4
0,3;2,6;0,0;4
0,3;2,7;0,0;4
0,2;2,9;0,0;4
0,2;3,0;0,0;4
0,2;2,5;0,0;3
0,1;2,5;0,0;3
0,1;2,4;0,0;3
0,1;2,5;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,5;0,0;3
0,1;2,5;0,0;3
0,1;2,5;0,0;3
0,1;2,6;0,0;4
0,1;2,5;0,0;3
0,2;3,5;0,0;5
0,3;4,4;0,0;6
0,1;2,6;0,0;4
0,1;2,6;0,0;4
0,1;2,7;0,0;4
0,1;2,6;0,0;4
0,1;2,6;0,0;4
0,2;2,6;0,0;4
0,3;2,6;0,0;4
0,2;3,1;0,0;4
0,1;2,9;0,0;4
0,1;2,7;0,0;4
0,1;2,5;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,6;0,0;4
0,1;2,5;0,0;3
0,1;2,4;0,0;3
0,1;2,5;0,0;3
0,1;2,5;0,0;3
0,1;2,5;0,0;3
0,1;2,6;0,0;4
0,1;2,6;0,0;4
0,1;2,6;0,0;4
0,2;3,8;0,0;5
0,2;4,4;0,0;6
0,1;2,7;0,0;4
0,1;2,6;0,0;4
0,1;2,5;0,0;3
0,1;2,6;0,0;4
0,1;2,6;0,0;4
0,3;2,6;0,0;4
0,3;2,6;0,0;4
0,2;3,2;0,0;4
0,1;2,8;0,0;4
0,2;2,6;0,0;4
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,2;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,2;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,6;0,0;4
0,1;2,6;0,0;3
0,2;3,9;0,0;5
0,2;4,4;0,0;6
0,2;2,6;0,0;4
0,2;2,6;0,0;4
0,1;2,6;0,0;4
0,1;2,7;0,0;4
0,1;2,6;0,0;4
0,3;2,5;0,0;3
0,3;2,6;0,0;4
0,3;3,5;0,0;5
0,1;2,7;0,0;4
0,2;2,6;0,0;3
0,1;2,5;0,0;3
0,1;2,4;0,0;3
0,1;2,5;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,5;0,0;3
0,1;2,5;0,0;3
0,1;2,5;0,0;3
0,1;2,5;0,0;3
0,1;2,6;0,0;4
0,1;2,5;0,0;3
0,1;2,5;0,0;3
0,2;4,0;0,0;5
0,3;4,3;0,0;6
0,1;2,6;0,0;4
0,1;2,6;0,0;4
0,1;2,6;0,0;3
0,1;2,6;0,0;4
0,1;2,6;0,0;4
0,3;2,6;0,0;4
0,3;2,5;0,0;3
0,2;3,3;0,0;5
0,1;2,7;0,0;4
0,2;2,5;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,2;0,0;3
0,1;2,2;0,0;3
0,1;2,2;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,5;0,0;3
0,1;2,4;0,0;3
0,1;2,5;0,0;3
0,1;2,6;0,0;4
0,3;4,2;0,0;6
0,3;4,4;0,0;6
0,1;2,8;0,0;4
0,1;2,5;0,0;3
0,1;2,6;0,0;3
0,1;2,6;0,0;4
0,1;2,6;0,0;4
0,3;2,6;0,0;4
0,3;2,6;0,0;4
0,3;3,4;0,0;5
0,2;3,0;0,0;4
0,2;2,5;0,0;3
0,1;2,6;0,0;4
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,5;0,0;3
0,1;2,6;0,0;4
0,1;2,5;0,0;3
0,1;2,5;0,0;3
0,2;4,4;0,0;6
0,3;4,1;0,0;6
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,2;2,3;0,0;3
0,3;2,4;0,0;3
0,3;3,2;0,0;4
0,2;2,7;0,0;4
0,2;2,6;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,2;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,2;3,7;0,0;5
0,3;4,1;0,0;6
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,5;0,0;3
0,3;2,4;0,0;3
0,3;2,3;0,0;3
0,3;3,2;0,0;4
0,1;2,5;0,0;3
0,2;2,2;0,0;3
0,1;2,2;0,0;3
0,1;2,1;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;1,9;0,0;3
0,1;2,1;0,0;3
0,1;2,2;0,0;3
0,1;2,1;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,2;3,5;0,0;5
0,3;4,1;0,0;6
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,3;2,4;0,0;3
0,3;2,4;0,0;3
0,3;3,1;0,0;4
0,1;2,4;0,0;3
0,2;2,3;0,0;3
0,1;2,1;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;1,9;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,2;0,0;3
0,1;2,4;0,0;3
0,2;3,6;0,0;5
0,3;4,1;0,0;6
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,3;2,3;0,0;3
0,3;2,4;0,0;3
0,2;3,0;0,0;4
0,1;2,5;0,0;3
0,2;2,3;0,0;3
0,1;2,1;0,0;3
0,1;2,1;0,0;3
0,1;2,1;0,0;3
0,1;1,9;0,0;3
0,1;2,0;0,0;3
0,1;1,9;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,2;0,0;3
0,1;2,2;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,2;3,7;0,0;5
0,3;4,1;0,0;6
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,3;2,3;0,0;3
0,3;2,3;0,0;3
0,3;3,2;0,0;4
0,1;2,5;0,0;3
0,2;2,3;0,0;3
0,1;2,2;0,0;3
0,1;2,1;0,0;3
0,1;2,1;0,0;3
0,1;1,9;0,0;3
0,1;2,0;0,0;3
0,1;1,9;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,2;0,0;3
0,1;2,1;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,2;3,8;0,0;5
0,3;4,2;0,0;6
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,3;2,4;0,0;3
0,3;2,3;0,0;3
0,3;3,2;0,0;4
0,1;2,7;0,0;4
0,2;2,3;0,0;3
0,1;2,1;0,0;3
0,1;2,1;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,1;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,2;3,8;0,0;5
0,3;4,2;0,0;6
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,3;2,4;0,0;3
0,2;2,3;0,0;3
0,3;3,1;0,0;4
0,1;2,6;0,0;4
0,2;2,2;0,0;3
0,1;2,3;0,0;3
0,1;2,1;0,0;3
0,1;2,0;0,0;3
0,1;2,0;0,0;3
0,1;2,1;0,0;3
0,1;2,1;0,0;3
0,1;2,1;0,0;3
0,1;2,2;0,0;3
0,2;2,2;0,0;3
0,2;2,2;0,0;3
0,2;2,3;0,0;3
3,8;2,3;0,0;3
8,2;3,8;0,0;5
2,8;4,2;0,0;6
0,2;2,4;0,0;3
0,2;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,3;2,4;0,0;3
0,3;2,3;0,0;3
0,3;3,1;0,0;4
0,1;2,7;0,0;4
0,2;2,3;0,0;3
0,1;2,1;0,0;3
0,1;2,2;0,0;3
0,1;2,2;0,0;3
0,1;2,2;0,0;3
0,1;1,9;0,0;3
0,1;2,0;0,0;3
0,1;2,3;0,0;3
0,1;2,1;0,0;3
0,1;2,2;0,0;3
0,1;2,2;0,0;3
0,1;2,3;0,0;3
0,1;2,5;0,0;3
0,3;4,1;0,0;6
0,3;4,1;0,0;6
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,1;2,4;0,0;3
0,1;2,3;0,0;3
0,1;2,4;0,0;3
0,2;2,3;0,0;3
0,3;2,3;0,0;3
0,3;3,2;0,0;4
0,2;3,2;0,0;4
0,2;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,1;0,0;3
0,1;2,1;0,0;3
0,1;2,1;0,0;3
0,1;2,0;0,0;3
0,1;2,2;0,0;3
0,1;2,1;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,6;0,0;4
0,3;4,1;0,0;6
0,3;4,1;0,0;6
0,1;2,3;0,0;3
0,1;2,5;0,0;3
0,1;2,3;0,0;3
0,1;2,3;0,0;3
0,1;2,5;0,0;3
0,3;2,4;0,0;3
0,3;2,3;0,0;3
0,3;3,3;0,0;5
0,2;2,9;0,0;4
0,2;2,2;0,0;3
0,1;2,3;1,3;3
0,4;2,7;12,6;4
1,5;3,0;22,1;4
2,0;2,6;33,5;4
1,8;2,3;21,0;3
1,9;2,2;24,4;3
1,9;2,3;45,0;3
0,7;2,3;54,8;3
2,8;2,3;56,5;3
17,7;2,3;51,5;3
17,7;2,3;41,0;3
18,4;2,3;5,6;3
16,0;4,0;4,9;5
1,4;4,1;4,2;6
1,0;2,4;5,8;3
0,7;2,3;4,6;3
0,7;2,4;5,0;3
0,8;2,3;5,1;3
0,7;2,4;4,3;3
0,9;2,4;5,5;3
0,9;2,3;4,4;3
0,9;3,2;4,0;4
1,8;2,7;5,1;4
0,8;2,3;4,4;3
0,7;2,3;5,8;3
0,7;2,1;4,8;3
0,7;2,1;4,1;3
0,7;2,2;5,8;3
0,7;2,0;4,9;3
0,7;2,1;7,3;3
0,8;2,1;3,5;3
0,6;2,0;6,6;3
0,7;2,3;3,8;3
0,7;2,2;4,6;3
0,8;2,3;4,9;3
0,7;2,4;2,8;3
0,9;4,0;5,6;6
1,3;4,1;3,3;6
1,0;2,4;5,6;3
0,8;2,4;4,7;3
0,8;2,3;3,3;3
0,7;2,4;6,3;3
0,7;2,3;3,4;3
0,9;2,4;5,1;3
0,9;2,3;4,2;3
0,9;3,1;3,9;4
0,8;2,8;6,6;4
0,8;2,3;3,3;3
0,7;2,2;5,5;3
3,4;2,2;4,2;3
4,6;2,1;5,1;3
2,5;2,1;5,9;3
1,3;2,2;3,9;3
1,4;2,2;5,7;3
1,3;2,2;4,2;3
1,3;2,2;5,0;3
1,3;2,2;5,3;3
1,3;2,3;3,3;3
1,3;2,3;5,9;3
1,3;2,6;2,4;4
1,6;4,0;5,6;5
1,4;4,2;3,9;6
0,8;2,4;4,8;3
0,8;2,4;3,6;3
0,7;2,4;4,9;3
0,7;2,4;4,3;3
0,7;2,4;4,2;3
0,9;2,3;6,1;3
0,9;2,4;3,5;3
0,9;3,1;4,7;4
0,8;2,8;5,8;4
0,8;2,3;3,5;3
0,7;2,2;4,8;3
0,7;2,2;5,6;3
0,7;2,3;3,9;3
0,7;2,1;4,1;3
0,7;2,1;3,8;3
0,6;2,2;4,9;3
0,8;2,2;5,2;3
0,6;2,2;5,2;3
0,7;2,4;3,9;3
0,7;2,3;5,1;3
0,7;2,3;5,8;3
0,7;2,4;3,3;3
0,9;4,1;3,4;6
0,9;4,2;3,6;6
0,8;2,4;6,1;3
0,7;2,4;4,6;3
0,7;2,4;4,6;3
0,7;2,3;4,4;3
0,7;2,4;3,9;3
0,8;2,4;5,2;3
0,9;2,4;3,8;3
0,8;3,2;5,3;4
2,3;3,1;5,3;4
0,8;2,3;4,6;3
0,7;2,7;4,1;4
0,7;2,5;4,3;3
0,6;2,3;5,8;3
0,7;2,6;6,1;4
0,7;2,9;4,9;4
0,7;2,7;4,2;4
0,8;2,5;3,9;3
0,6;2,7;5,6;4
2,1;2,7;6,3;4
18,3;2,7;3,5;4
18,4;2,5;3,8;3
18,2;2,7;3,2;4
17,2;4,2;5,6;6
1,5;4,4;6,6;6
1,2;2,5;3,6;3
0,8;2,5;4,3;3
0,7;2,5;3,5;3
0,8;2,5;5,3;3
0,8;2,4;6,9;3
0,9;2,5;3,9;3
0,8;2,5;4,6;3
0,9;3,4;2,2;5
2,4;4,0;0,1;5
0,8;3,6;0,0;5
0,8;3,8;0,0;5
0,7;3,8;0,0;5
0,7;4,3;0,0;6
1,3;4,3;0,0;6
0,6;3,7;0,0;5
0,2;3,3;0,0;4
0,1;3,1;0,0;4
0,1;3,3;0,0;4
0,1;4,1;0,0;6
0,1;3,7;0,0;5
0,1;4,0;0,0;5
0,1;3,4;0,0;5
0,3;4,7;0,0;6
0,3;4,9;0,0;7
0,2;3,1;0,0;4
0,1;3,0;0,0;4
0,2;3,1;0,1;4
0,2;3,1;0,0;4
0,2;3,1;0,0;4
0,3;3,1;0,0;4
0,3;3,1;0,0;4
0,3;4,0;0,0;5
0,2;4,3;0,0;6
0,2;4,5;0,0;6
0,1;4,6;0,0;6
0,1;3,8;0,0;5
0,1;4,1;0,0;6
0,1;5,0;0,0;7
0,1;4,4;0,0;6
0,1;4,2;0,0;6
0,1;4,1;0,0;6
0,1;3,8;0,0;5
0,1;3,7;0,0;5
0,1;3,3;0,0;5
0,1;3,2;0,0;4
0,1;3,5;0,0;5
0,3;4,9;0,0;7
0,3;5,1;0,0;7
0,2;3,0;0,0;4
0,3;3,0;0,0;4
0,1;3,1;0,0;4
0,2;3,1;0,0;4
0,1;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,1;0,0;4
0,3;4,1;0,0;6
0,2;4,6;0,0;6
0,2;3,8;0,0;5
0,1;6,1;0,0;7
0,1;5,7;0,0;8
0,1;5,5;0,0;8
0,1;5,3;0,0;7
0,1;5,1;0,0;7
0,1;4,2;0,0;6
0,1;3,7;0,0;5
0,1;5,0;0,0;7
4,9;5,0;0,0;7
12,7;4,3;0,0;6
12,8;3,3;0,0;5
13,3;3,8;0,0;5
13,5;4,7;0,0;6
1,9;4,9;0,0;7
0,3;3,2;0,0;4
0,3;3,1;0,0;4
0,3;3,0;0,0;4
0,3;3,2;0,0;4
0,3;3,1;0,0;4
0,4;3,0;0,0;4
0,4;3,1;0,0;4
0,4;4,0;0,0;6
0,4;4,2;5,8;6
1,2;4,6;12,7;6
1,0;4,9;13,7;7
0,8;5,3;23,5;7
0,8;6,1;25,2;7
0,9;5,3;25,7;7
0,7;5,3;9,8;7
0,8;5,4;9,1;7
0,7;4,6;7,9;6
0,8;4,3;8,0;6
0,7;3,5;7,1;5
0,8;3,4;6,3;5
0,8;3,0;6,8;4
0,8;3,7;8,3;5
1,0;4,7;6,6;6
1,4;4,8;6,9;7
1,1;3,0;8,1;4
0,9;3,0;5,2;4
0,9;3,1;8,2;4
0,8;3,0;7,2;4
0,8;3,1;6,3;4
